x_px,y_px,month,avgNDSI
67,33,10,60.709677
68,33,10,58.548387
69,33,10,58.677419
70,33,10,60.354839
71,33,10,50.548387
72,33,10,45.16129
73,33,10,39.903226
74,33,10,29.290323
75,33,10,34.096774
76,33,10,33.096774
77,33,10,33.0
78,33,10,26.903226
79,33,10,30.548387
80,33,10,27.322581
81,33,10,24.354839
82,33,10,29.967742
83,33,10,31.483871
84,33,10,27.806452
85,33,10,35.516129
86,33,10,45.290323
87,33,10,47.580645
88,33,10,56.806452
89,33,10,54.064516
90,33,10,55.677419
91,33,10,58.16129
92,33,10,63.193548
93,33,10,68.548387
94,33,10,69.903226
95,33,10,66.903226
96,33,10,68.967742
97,33,10,71.967742
98,33,10,70.387097
99,33,10,69.677419
100,33,10,70.419355
101,33,10,70.064516
102,33,10,69.225806
103,33,10,71.451613
104,33,10,71.064516
105,33,10,68.064516
106,33,10,66.290323
107,33,10,63.903226
108,33,10,65.483871
109,33,10,63.290323
110,33,10,62.419355
111,33,10,64.032258
112,33,10,60.354839
113,33,10,48.516129
114,33,10,46.225806
115,33,10,0.0
116,33,10,0.0
117,33,10,0.0
118,33,10,0.0
119,33,10,0.0
120,33,10,0.0
121,33,10,0.0
122,33,10,0.0
123,33,10,0.0
124,33,10,0.0
125,33,10,0.0
126,33,10,0.0
127,33,10,0.0
0,34,10,0.0
1,34,10,0.0
2,34,10,0.0
3,34,10,0.0
4,34,10,27.677419
5,34,10,1.419355
6,34,10,33.096774
7,34,10,31.903226
8,34,10,0.0
9,34,10,0.0
10,34,10,0.0
11,34,10,0.0
12,34,10,0.0
13,34,10,0.0
14,34,10,0.0
15,34,10,0.0
16,34,10,0.0
17,34,10,0.0
18,34,10,0.0
19,34,10,0.0
20,34,10,0.0
21,34,10,0.0
22,34,10,0.0
23,34,10,0.0
24,34,10,0.0
25,34,10,0.0
26,34,10,0.0
27,34,10,0.0
28,34,10,0.0
29,34,10,0.0
30,34,10,0.0
31,34,10,0.0
32,34,10,0.0
33,34,10,0.0
34,34,10,0.0
35,34,10,0.0
36,34,10,0.0
37,34,10,0.0
38,34,10,0.0
39,34,10,0.0
40,34,10,0.0
41,34,10,0.0
42,34,10,0.0
43,34,10,0.0
44,34,10,0.0
45,34,10,0.0
46,34,10,0.0
47,34,10,53.193548
48,34,10,55.096774
49,34,10,50.967742
50,34,10,55.16129
51,34,10,50.612903
52,34,10,50.064516
53,34,10,53.967742
54,34,10,51.290323
55,34,10,47.258065
56,34,10,50.290323
57,34,10,50.645161
58,34,10,57.677419
59,34,10,56.580645
60,34,10,59.580645
61,34,10,54.290323
62,34,10,59.16129
63,34,10,59.064516
64,34,10,59.0
65,34,10,56.774194
66,34,10,64.516129
67,34,10,59.354839
68,34,10,59.612903
69,34,10,60.419355
70,34,10,58.967742
71,34,10,56.0
72,34,10,51.483871
73,34,10,43.451613
74,34,10,40.16129
75,34,10,35.16129
76,34,10,30.806452
77,34,10,27.903226
78,34,10,21.580645
79,34,10,27.903226
80,34,10,25.129032
81,34,10,26.354839
82,34,10,25.258065
83,34,10,22.096774
84,34,10,24.645161
85,34,10,29.645161
86,34,10,31.612903
87,34,10,37.290323
88,34,10,39.645161
89,34,10,48.677419
90,34,10,47.709677
91,34,10,49.096774
92,34,10,53.064516
93,34,10,68.225806
94,34,10,67.064516
95,34,10,64.612903
96,34,10,70.225806
97,34,10,69.193548
98,34,10,72.387097
99,34,10,70.516129
100,34,10,70.225806
101,34,10,70.612903
102,34,10,69.032258
103,34,10,70.032258
104,34,10,70.129032
105,34,10,67.709677
106,34,10,70.903226
107,34,10,64.806452
108,34,10,64.612903
109,34,10,69.645161
110,34,10,62.0
111,34,10,62.677419
112,34,10,57.83871
113,34,10,53.0
114,34,10,41.290323
115,34,10,0.0
116,34,10,0.0
117,34,10,0.0
118,34,10,0.0
119,34,10,0.0
120,34,10,0.0
121,34,10,0.0
122,34,10,0.0
123,34,10,0.0
124,34,10,0.0
125,34,10,0.0
126,34,10,0.0
127,34,10,0.0
0,35,10,0.0
1,35,10,0.0
2,35,10,0.0
3,35,10,0.0
4,35,10,0.0
5,35,10,0.0
6,35,10,8.419355
7,35,10,44.935484
8,35,10,36.806452
9,35,10,0.0
10,35,10,0.0
11,35,10,0.0
12,35,10,0.0
13,35,10,0.0
14,35,10,0.0
15,35,10,0.0
16,35,10,0.0
17,35,10,0.0
18,35,10,0.0
19,35,10,0.0
20,35,10,0.0
21,35,10,0.0
22,35,10,0.0
23,35,10,0.0
24,35,10,0.0
25,35,10,0.0
26,35,10,0.0
27,35,10,0.0
28,35,10,0.0
29,35,10,0.0
30,35,10,0.0
31,35,10,0.0
32,35,10,0.0
33,35,10,0.0
34,35,10,0.0
35,35,10,0.0
36,35,10,0.0
37,35,10,0.0
38,35,10,0.0
39,35,10,0.0
40,35,10,0.0
41,35,10,0.0
42,35,10,0.0
43,35,10,0.0
44,35,10,0.0
45,35,10,0.0
46,35,10,52.967742
47,35,10,53.935484
48,35,10,51.935484
49,35,10,52.032258
50,35,10,55.483871
51,35,10,56.935484
52,35,10,56.16129
53,35,10,47.612903
54,35,10,48.451613
55,35,10,48.451613
56,35,10,52.709677
57,35,10,56.612903
58,35,10,55.258065
59,35,10,45.580645
60,35,10,49.16129
61,35,10,59.387097
62,35,10,57.870968
63,35,10,56.064516
64,35,10,62.774194
65,35,10,64.935484
66,35,10,62.387097
67,35,10,57.967742
68,35,10,52.774194
69,35,10,60.677419
70,35,10,62.129032
71,35,10,58.935484
72,35,10,52.645161
73,35,10,45.193548
74,35,10,33.451613
75,35,10,32.483871
76,35,10,33.806452
77,35,10,34.096774
78,35,10,26.129032
79,35,10,23.580645
80,35,10,26.290323
81,35,10,20.0
82,35,10,18.548387
83,35,10,15.451613
84,35,10,20.516129
85,35,10,24.580645
86,35,10,29.709677
87,35,10,25.258065
88,35,10,35.580645
89,35,10,37.032258
90,35,10,39.774194
91,35,10,43.967742
92,35,10,56.129032
93,35,10,51.709677
94,35,10,64.645161
95,35,10,65.387097
96,35,10,68.064516
97,35,10,67.612903
98,35,10,69.0
99,35,10,67.677419
100,35,10,67.645161
101,35,10,67.387097
102,35,10,68.580645
103,35,10,70.064516
104,35,10,69.548387
105,35,10,69.064516
106,35,10,68.677419
107,35,10,67.612903
108,35,10,64.677419
109,35,10,63.290323
110,35,10,60.741935
111,35,10,63.741935
112,35,10,54.612903
113,35,10,52.709677
114,35,10,45.096774
115,35,10,43.935484
116,35,10,0.0
117,35,10,0.0
118,35,10,0.0
119,35,10,0.0
120,35,10,0.0
121,35,10,0.0
122,35,10,0.0
123,35,10,0.0
124,35,10,0.0
125,35,10,0.0
126,35,10,0.0
127,35,10,0.0
0,36,10,0.0
1,36,10,0.0
2,36,10,0.0
3,36,10,0.0
4,36,10,0.0
5,36,10,0.0
6,36,10,10.741935
7,36,10,38.064516
8,36,10,40.225806
9,36,10,0.0
10,36,10,0.0
11,36,10,0.0
12,36,10,0.0
13,36,10,0.0
14,36,10,0.0
15,36,10,0.0
16,36,10,0.0
17,36,10,0.0
18,36,10,0.0
19,36,10,0.0
20,36,10,0.0
21,36,10,0.0
22,36,10,0.0
23,36,10,0.0
24,36,10,0.0
25,36,10,0.0
26,36,10,0.0
27,36,10,0.0
28,36,10,0.0
29,36,10,0.0
30,36,10,0.0
31,36,10,0.0
32,36,10,0.0
33,36,10,0.0
34,36,10,0.0
35,36,10,0.0
36,36,10,0.0
37,36,10,0.0
38,36,10,0.0
39,36,10,0.0
40,36,10,0.0
41,36,10,0.0
42,36,10,0.0
43,36,10,0.0
44,36,10,0.0
45,36,10,0.0
46,36,10,54.967742
47,36,10,52.322581
48,36,10,43.225806
49,36,10,47.354839
50,36,10,54.16129
51,36,10,56.451613
52,36,10,52.870968
53,36,10,46.903226
54,36,10,53.870968
55,36,10,46.903226
56,36,10,50.451613
57,36,10,50.225806
58,36,10,50.290323
59,36,10,56.032258
60,36,10,49.612903
61,36,10,58.935484
62,36,10,61.612903
63,36,10,57.741935
64,36,10,60.903226
65,36,10,62.258065
66,36,10,67.225806
67,36,10,62.193548
68,36,10,61.580645
69,36,10,61.806452
70,36,10,59.451613
71,36,10,53.483871
72,36,10,53.612903
73,36,10,46.258065
74,36,10,34.129032
75,36,10,30.774194
76,36,10,32.645161
77,36,10,31.032258
78,36,10,26.451613
79,36,10,21.516129
80,36,10,23.612903
81,36,10,24.580645
82,36,10,17.258065
83,36,10,13.0
84,36,10,20.290323
85,36,10,16.612903
86,36,10,19.0
87,36,10,22.193548
88,36,10,27.258065
89,36,10,27.967742
90,36,10,34.354839
91,36,10,32.419355
92,36,10,43.548387
93,36,10,51.483871
94,36,10,52.709677
95,36,10,62.612903
96,36,10,65.483871
97,36,10,61.645161
98,36,10,65.096774
99,36,10,62.967742
100,36,10,62.935484
101,36,10,60.0
102,36,10,65.064516
103,36,10,62.903226
104,36,10,62.709677
105,36,10,61.677419
106,36,10,61.129032
107,36,10,67.258065
108,36,10,71.290323
109,36,10,67.258065
110,36,10,69.419355
111,36,10,66.16129
112,36,10,58.870968
113,36,10,55.096774
114,36,10,51.193548
115,36,10,41.0
116,36,10,0.0
117,36,10,0.0
118,36,10,0.0
119,36,10,0.0
120,36,10,0.0
121,36,10,0.0
122,36,10,0.0
123,36,10,0.0
124,36,10,0.0
125,36,10,0.0
126,36,10,0.0
127,36,10,0.0
0,37,10,0.0
1,37,10,0.0
2,37,10,0.0
3,37,10,0.0
4,37,10,0.0
5,37,10,0.0
6,37,10,0.0
7,37,10,44.870968
8,37,10,48.290323
9,37,10,37.806452
10,37,10,0.0
11,37,10,0.0
12,37,10,0.0
13,37,10,0.0
14,37,10,0.0
15,37,10,0.0
16,37,10,0.0
17,37,10,0.0
18,37,10,0.0
19,37,10,0.0
20,37,10,0.0
21,37,10,0.0
22,37,10,0.0
23,37,10,0.0
24,37,10,0.0
25,37,10,0.0
26,37,10,0.0
27,37,10,0.0
28,37,10,0.0
29,37,10,0.0
30,37,10,0.0
31,37,10,0.0
32,37,10,0.0
33,37,10,0.0
34,37,10,0.0
35,37,10,0.0
36,37,10,0.0
37,37,10,0.0
38,37,10,0.0
39,37,10,0.0
40,37,10,0.0
41,37,10,0.0
42,37,10,0.0
43,37,10,0.0
44,37,10,0.0
45,37,10,0.0
46,37,10,55.741935
47,37,10,37.741935
48,37,10,45.516129
49,37,10,48.064516
50,37,10,53.387097
51,37,10,53.516129
52,37,10,47.516129
53,37,10,49.225806
54,37,10,50.903226
55,37,10,59.225806
56,37,10,50.612903
57,37,10,46.129032
58,37,10,49.548387
59,37,10,51.935484
60,37,10,54.903226
61,37,10,61.774194
62,37,10,63.16129
63,37,10,61.129032
64,37,10,51.645161
65,37,10,62.709677
66,37,10,57.806452
67,37,10,60.193548
68,37,10,62.903226
69,37,10,55.741935
70,37,10,61.967742
71,37,10,56.709677
72,37,10,54.322581
73,37,10,51.354839
74,37,10,38.16129
75,37,10,34.096774
76,37,10,32.709677
77,37,10,33.709677
78,37,10,24.806452
79,37,10,24.419355
80,37,10,19.129032
81,37,10,16.935484
82,37,10,15.387097
83,37,10,20.645161
84,37,10,15.193548
85,37,10,16.967742
86,37,10,20.129032
87,37,10,21.580645
88,37,10,19.16129
89,37,10,23.612903
90,37,10,34.096774
91,37,10,34.258065
92,37,10,36.451613
93,37,10,43.709677
94,37,10,50.387097
95,37,10,59.258065
96,37,10,62.935484
97,37,10,63.032258
98,37,10,65.064516
99,37,10,61.419355
100,37,10,60.612903
101,37,10,63.193548
102,37,10,64.129032
103,37,10,64.290323
104,37,10,62.935484
105,37,10,59.677419
106,37,10,59.0
107,37,10,58.741935
108,37,10,68.16129
109,37,10,69.16129
110,37,10,64.935484
111,37,10,65.580645
112,37,10,59.032258
113,37,10,58.516129
114,37,10,51.258065
115,37,10,50.225806
116,37,10,45.193548
117,37,10,0.0
118,37,10,0.0
119,37,10,0.0
120,37,10,0.0
121,37,10,0.0
122,37,10,0.0
123,37,10,0.0
124,37,10,0.0
125,37,10,0.0
126,37,10,0.0
127,37,10,0.0
0,38,10,0.0
1,38,10,0.0
2,38,10,0.0
3,38,10,0.0
4,38,10,0.0
5,38,10,0.0
6,38,10,0.0
7,38,10,13.225806
8,38,10,33.258065
9,38,10,38.516129
10,38,10,0.0
11,38,10,0.0
12,38,10,0.0
13,38,10,0.0
14,38,10,0.0
15,38,10,0.0
16,38,10,0.0
17,38,10,0.0
18,38,10,0.0
19,38,10,0.0
20,38,10,0.0
21,38,10,0.0
22,38,10,0.0
23,38,10,0.0
24,38,10,0.0
25,38,10,0.0
26,38,10,0.0
27,38,10,0.0
28,38,10,0.0
29,38,10,0.0
30,38,10,0.0
31,38,10,0.0
32,38,10,0.0
33,38,10,0.0
34,38,10,0.0
35,38,10,0.0
36,38,10,0.0
37,38,10,0.0
38,38,10,0.0
39,38,10,0.0
40,38,10,0.0
41,38,10,0.0
42,38,10,0.0
43,38,10,0.0
44,38,10,0.0
45,38,10,0.0
46,38,10,48.870968
47,38,10,49.612903
48,38,10,43.225806
49,38,10,43.258065
50,38,10,51.193548
51,38,10,51.0
52,38,10,56.83871
53,38,10,54.935484
54,38,10,58.225806
55,38,10,52.870968
56,38,10,45.903226
57,38,10,50.967742
58,38,10,52.096774
59,38,10,53.064516
60,38,10,53.870968
61,38,10,58.322581
62,38,10,59.806452
63,38,10,59.0
64,38,10,56.483871
65,38,10,64.709677
66,38,10,61.677419
67,38,10,62.032258
68,38,10,62.483871
69,38,10,56.709677
70,38,10,60.419355
71,38,10,64.483871
72,38,10,55.387097
73,38,10,48.193548
74,38,10,38.774194
75,38,10,34.096774
76,38,10,32.193548
77,38,10,29.16129
78,38,10,25.516129
79,38,10,18.967742
80,38,10,19.322581
81,38,10,16.419355
82,38,10,21.451613
83,38,10,18.903226
84,38,10,15.419355
85,38,10,11.193548
86,38,10,16.548387
87,38,10,18.354839
88,38,10,20.967742
89,38,10,21.193548
90,38,10,23.870968
91,38,10,26.516129
92,38,10,34.258065
93,38,10,46.064516
94,38,10,52.774194
95,38,10,57.483871
96,38,10,64.967742
97,38,10,64.580645
98,38,10,59.903226
99,38,10,61.419355
100,38,10,60.483871
101,38,10,61.870968
102,38,10,66.774194
103,38,10,66.129032
104,38,10,64.451613
105,38,10,61.516129
106,38,10,63.967742
107,38,10,63.0
108,38,10,60.580645
109,38,10,66.516129
110,38,10,69.516129
111,38,10,63.580645
112,38,10,59.548387
113,38,10,58.677419
114,38,10,52.451613
115,38,10,51.451613
116,38,10,47.774194
117,38,10,0.0
118,38,10,0.0
119,38,10,0.0
120,38,10,0.0
121,38,10,0.0
122,38,10,0.0
123,38,10,0.0
124,38,10,0.0
125,38,10,0.0
126,38,10,0.0
127,38,10,0.0
0,39,10,0.0
1,39,10,0.0
2,39,10,0.0
3,39,10,0.0
4,39,10,0.0
5,39,10,0.0
6,39,10,0.0
7,39,10,0.0
8,39,10,28.967742
9,39,10,40.967742
10,39,10,0.0
11,39,10,0.0
12,39,10,0.0
13,39,10,0.0
14,39,10,21.935484
15,39,10,30.548387
16,39,10,31.677419
17,39,10,0.0
18,39,10,0.0
19,39,10,0.0
20,39,10,0.0
21,39,10,0.0
22,39,10,0.0
23,39,10,0.0
24,39,10,0.0
25,39,10,0.0
26,39,10,0.0
27,39,10,0.0
28,39,10,0.0
29,39,10,0.0
30,39,10,0.0
31,39,10,0.0
32,39,10,0.0
33,39,10,0.0
34,39,10,0.0
35,39,10,0.0
36,39,10,0.0
37,39,10,0.0
38,39,10,0.0
39,39,10,0.0
40,39,10,0.0
41,39,10,0.0
42,39,10,0.0
43,39,10,0.0
44,39,10,0.0
45,39,10,0.0
46,39,10,53.451613
47,39,10,52.387097
48,39,10,49.548387
49,39,10,48.290323
50,39,10,51.16129
51,39,10,51.193548
52,39,10,49.548387
53,39,10,56.032258
54,39,10,48.451613
55,39,10,53.387097
56,39,10,44.935484
57,39,10,52.548387
58,39,10,47.903226
59,39,10,38.322581
60,39,10,41.032258
61,39,10,48.677419
62,39,10,43.774194
63,39,10,45.032258
64,39,10,42.419355
65,39,10,45.419355
66,39,10,46.0
67,39,10,48.677419
68,39,10,50.935484
69,39,10,50.225806
70,39,10,52.0
71,39,10,49.806452
72,39,10,50.483871
73,39,10,49.032258
74,39,10,36.064516
75,39,10,37.354839
76,39,10,29.774194
77,39,10,27.774194
78,39,10,22.967742
79,39,10,15.451613
80,39,10,15.354839
81,39,10,20.032258
82,39,10,18.709677
83,39,10,21.193548
84,39,10,9.612903
85,39,10,11.193548
86,39,10,12.903226
87,39,10,14.870968
88,39,10,21.0
89,39,10,21.129032
90,39,10,23.096774
91,39,10,27.83871
92,39,10,44.129032
93,39,10,47.193548
94,39,10,57.16129
95,39,10,60.387097
96,39,10,58.580645
97,39,10,60.677419
98,39,10,62.677419
99,39,10,61.0
100,39,10,62.032258
101,39,10,66.258065
102,39,10,66.870968
103,39,10,72.548387
104,39,10,69.129032
105,39,10,63.83871
106,39,10,65.709677
107,39,10,62.967742
108,39,10,57.451613
109,39,10,58.774194
110,39,10,66.645161
111,39,10,59.83871
112,39,10,60.645161
113,39,10,54.483871
114,39,10,50.064516
115,39,10,53.354839
116,39,10,55.612903
117,39,10,0.0
118,39,10,0.0
119,39,10,0.0
120,39,10,0.0
121,39,10,0.0
122,39,10,0.0
123,39,10,0.0
124,39,10,0.0
125,39,10,0.0
126,39,10,0.0
127,39,10,0.0
0,40,10,0.0
1,40,10,0.0
2,40,10,0.0
3,40,10,0.0
4,40,10,0.0
5,40,10,0.0
6,40,10,0.0
7,40,10,0.0
8,40,10,30.806452
9,40,10,27.935484
10,40,10,19.870968
11,40,10,26.290323
12,40,10,29.129032
13,40,10,0.0
14,40,10,19.903226
15,40,10,29.193548
16,40,10,29.322581
17,40,10,36.451613
18,40,10,29.935484
19,40,10,28.354839
20,40,10,24.83871
21,40,10,31.516129
22,40,10,0.0
23,40,10,0.0
24,40,10,0.0
25,40,10,0.0
26,40,10,0.0
27,40,10,0.0
28,40,10,0.0
29,40,10,0.0
30,40,10,0.0
31,40,10,0.0
32,40,10,0.0
33,40,10,0.0
34,40,10,0.0
35,40,10,0.0
36,40,10,0.0
37,40,10,0.0
38,40,10,0.0
39,40,10,0.0
40,40,10,0.0
41,40,10,0.0
42,40,10,0.0
43,40,10,0.0
44,40,10,0.0
45,40,10,0.0
46,40,10,0.0
47,40,10,46.709677
48,40,10,45.967742
49,40,10,0.0
50,40,10,48.580645
51,40,10,47.580645
52,40,10,0.0
53,40,10,51.612903
54,40,10,43.903226
55,40,10,47.612903
56,40,10,40.193548
57,40,10,44.709677
58,40,10,44.709677
59,40,10,43.580645
60,40,10,37.483871
61,40,10,43.548387
62,40,10,35.806452
63,40,10,42.225806
64,40,10,46.032258
65,40,10,38.645161
66,40,10,39.645161
67,40,10,44.258065
68,40,10,44.580645
69,40,10,44.612903
70,40,10,45.064516
71,40,10,46.419355
72,40,10,52.612903
73,40,10,48.806452
74,40,10,34.258065
75,40,10,39.129032
76,40,10,31.483871
77,40,10,24.516129
78,40,10,21.258065
79,40,10,17.225806
80,40,10,14.83871
81,40,10,13.0
82,40,10,16.967742
83,40,10,14.709677
84,40,10,9.193548
85,40,10,11.096774
86,40,10,14.645161
87,40,10,13.129032
88,40,10,20.935484
89,40,10,25.870968
90,40,10,21.322581
91,40,10,29.645161
92,40,10,49.064516
93,40,10,52.032258
94,40,10,55.612903
95,40,10,58.83871
96,40,10,62.322581
97,40,10,65.516129
98,40,10,66.387097
99,40,10,63.032258
100,40,10,63.967742
101,40,10,64.193548
102,40,10,63.225806
103,40,10,73.0
104,40,10,66.580645
105,40,10,65.709677
106,40,10,63.548387
107,40,10,60.16129
108,40,10,59.193548
109,40,10,53.258065
110,40,10,61.967742
111,40,10,69.516129
112,40,10,61.709677
113,40,10,61.16129
114,40,10,58.451613
115,40,10,59.709677
116,40,10,60.225806
117,40,10,17.741935
118,40,10,0.0
119,40,10,0.0
120,40,10,0.0
121,40,10,0.0
122,40,10,0.0
123,40,10,0.0
124,40,10,0.0
125,40,10,0.0
126,40,10,0.0
127,40,10,0.0
0,41,10,0.0
1,41,10,0.0
2,41,10,0.0
3,41,10,0.0
4,41,10,0.0
5,41,10,0.0
6,41,10,0.0
7,41,10,0.0
8,41,10,31.225806
9,41,10,24.129032
10,41,10,0.0
11,41,10,13.387097
12,41,10,11.096774
13,41,10,15.935484
14,41,10,16.645161
15,41,10,16.903226
16,41,10,30.451613
17,41,10,38.612903
18,41,10,42.516129
19,41,10,37.322581
20,41,10,29.612903
21,41,10,22.83871
22,41,10,0.0
23,41,10,19.967742
24,41,10,0.0
25,41,10,0.0
26,41,10,0.0
27,41,10,0.0
28,41,10,0.0
29,41,10,0.0
30,41,10,0.0
31,41,10,0.0
32,41,10,0.0
33,41,10,0.0
34,41,10,0.0
35,41,10,0.0
36,41,10,0.0
37,41,10,0.0
38,41,10,0.0
39,41,10,0.0
40,41,10,0.0
41,41,10,0.0
42,41,10,0.0
43,41,10,0.0
44,41,10,0.0
45,41,10,0.0
46,41,10,0.0
47,41,10,19.387097
48,41,10,0.0
49,41,10,42.516129
50,41,10,48.741935
51,41,10,0.0
52,41,10,49.83871
53,41,10,39.516129
54,41,10,38.677419
55,41,10,41.774194
56,41,10,37.580645
57,41,10,33.967742
58,41,10,34.451613
59,41,10,33.451613
60,41,10,32.387097
61,41,10,29.548387
62,41,10,29.870968
63,41,10,30.225806
64,41,10,39.419355
65,41,10,39.967742
66,41,10,34.612903
67,41,10,33.516129
68,41,10,38.935484
69,41,10,36.290323
70,41,10,36.967742
71,41,10,38.516129
72,41,10,41.16129
73,41,10,39.322581
74,41,10,37.483871
75,41,10,30.677419
76,41,10,30.451613
77,41,10,22.935484
78,41,10,25.16129
79,41,10,21.709677
80,41,10,21.774194
81,41,10,18.548387
82,41,10,12.774194
83,41,10,15.064516
84,41,10,12.870968
85,41,10,9.225806
86,41,10,13.354839
87,41,10,19.193548
88,41,10,20.516129
89,41,10,25.129032
90,41,10,24.774194
91,41,10,27.870968
92,41,10,46.032258
93,41,10,54.548387
94,41,10,59.677419
95,41,10,62.258065
96,41,10,64.354839
97,41,10,61.0
98,41,10,60.322581
99,41,10,62.806452
100,41,10,62.483871
101,41,10,68.290323
102,41,10,67.129032
103,41,10,65.516129
104,41,10,68.83871
105,41,10,72.935484
106,41,10,64.870968
107,41,10,56.387097
108,41,10,61.677419
109,41,10,60.258065
110,41,10,69.387097
111,41,10,63.129032
112,41,10,52.193548
113,41,10,50.483871
114,41,10,59.258065
115,41,10,60.870968
116,41,10,51.225806
117,41,10,44.516129
118,41,10,0.0
119,41,10,0.0
120,41,10,0.0
121,41,10,0.0
122,41,10,0.0
123,41,10,0.0
124,41,10,0.0
125,41,10,0.0
126,41,10,0.0
127,41,10,0.0
0,42,10,0.0
1,42,10,0.0
2,42,10,0.0
3,42,10,0.0
4,42,10,0.0
5,42,10,0.0
6,42,10,0.0
7,42,10,0.0
8,42,10,0.0
9,42,10,33.096774
10,42,10,0.0
11,42,10,0.0
12,42,10,0.0
13,42,10,20.967742
14,42,10,15.419355
15,42,10,19.483871
16,42,10,16.806452
17,42,10,33.645161
18,42,10,28.0
19,42,10,21.225806
20,42,10,27.225806
21,42,10,29.451613
22,42,10,20.903226
23,42,10,27.0
24,42,10,27.870968
25,42,10,25.580645
26,42,10,0.0
27,42,10,0.0
28,42,10,0.0
29,42,10,0.0
30,42,10,0.0
31,42,10,0.0
32,42,10,0.0
33,42,10,0.0
34,42,10,0.0
35,42,10,0.0
36,42,10,0.0
37,42,10,0.0
38,42,10,0.0
39,42,10,0.0
40,42,10,0.0
41,42,10,41.806452
42,42,10,39.354839
43,42,10,0.0
44,42,10,0.0
45,42,10,0.0
46,42,10,0.0
47,42,10,0.0
48,42,10,0.0
49,42,10,0.0
50,42,10,0.0
51,42,10,45.483871
52,42,10,41.645161
53,42,10,35.354839
54,42,10,31.225806
55,42,10,34.548387
56,42,10,27.612903
57,42,10,25.483871
58,42,10,22.258065
59,42,10,19.709677
60,42,10,22.612903
61,42,10,21.903226
62,42,10,23.419355
63,42,10,24.387097
64,42,10,31.806452
65,42,10,34.419355
66,42,10,31.612903
67,42,10,29.774194
68,42,10,29.806452
69,42,10,25.290323
70,42,10,29.354839
71,42,10,25.709677
72,42,10,33.741935
73,42,10,36.032258
74,42,10,37.806452
75,42,10,31.451613
76,42,10,25.516129
77,42,10,26.322581
78,42,10,25.548387
79,42,10,21.354839
80,42,10,20.096774
81,42,10,15.0
82,42,10,12.935484
83,42,10,13.032258
84,42,10,11.032258
85,42,10,14.870968
86,42,10,15.322581
87,42,10,19.580645
88,42,10,25.387097
89,42,10,22.967742
90,42,10,30.419355
91,42,10,40.741935
92,42,10,59.193548
93,42,10,59.354839
94,42,10,58.83871
95,42,10,63.193548
96,42,10,62.83871
97,42,10,62.096774
98,42,10,56.580645
99,42,10,61.322581
100,42,10,64.0
101,42,10,61.516129
102,42,10,61.193548
103,42,10,62.967742
104,42,10,63.580645
105,42,10,66.483871
106,42,10,65.806452
107,42,10,67.129032
108,42,10,66.870968
109,42,10,63.903226
110,42,10,57.645161
111,42,10,61.548387
112,42,10,59.645161
113,42,10,53.645161
114,42,10,52.903226
115,42,10,53.774194
116,42,10,56.0
117,42,10,49.193548
118,42,10,0.0
119,42,10,0.0
120,42,10,0.0
121,42,10,0.0
122,42,10,0.0
123,42,10,0.0
124,42,10,0.0
125,42,10,0.0
126,42,10,0.0
127,42,10,0.0
0,43,10,0.0
1,43,10,0.0
2,43,10,0.0
3,43,10,0.0
4,43,10,0.0
5,43,10,0.0
6,43,10,0.0
7,43,10,0.0
8,43,10,0.0
9,43,10,0.0
10,43,10,0.0
11,43,10,0.0
12,43,10,0.0
13,43,10,0.0
14,43,10,14.709677
15,43,10,18.870968
16,43,10,20.387097
17,43,10,30.580645
18,43,10,25.322581
19,43,10,28.741935
20,43,10,28.096774
21,43,10,21.774194
22,43,10,23.548387
23,43,10,29.032258
24,43,10,23.580645
25,43,10,31.16129
26,43,10,34.935484
27,43,10,0.0
28,43,10,0.0
29,43,10,0.0
30,43,10,0.0
31,43,10,0.0
32,43,10,0.0
33,43,10,0.0
34,43,10,0.0
35,43,10,0.0
36,43,10,0.0
37,43,10,0.0
38,43,10,0.0
39,43,10,0.0
40,43,10,0.0
41,43,10,43.258065
42,43,10,35.354839
43,43,10,39.645161
44,43,10,35.806452
45,43,10,0.0
46,43,10,0.0
47,43,10,0.0
48,43,10,0.0
49,43,10,0.0
50,43,10,0.0
51,43,10,36.903226
52,43,10,31.903226
53,43,10,33.322581
54,43,10,35.451613
55,43,10,26.903226
56,43,10,19.096774
57,43,10,19.645161
58,43,10,23.677419
59,43,10,19.193548
60,43,10,22.387097
61,43,10,22.483871
62,43,10,23.129032
63,43,10,22.16129
64,43,10,31.387097
65,43,10,34.193548
66,43,10,31.032258
67,43,10,27.709677
68,43,10,29.096774
69,43,10,25.774194
70,43,10,26.870968
71,43,10,28.870968
72,43,10,27.129032
73,43,10,32.677419
74,43,10,34.096774
75,43,10,31.483871
76,43,10,24.83871
77,43,10,26.387097
78,43,10,22.774194
79,43,10,14.903226
80,43,10,15.258065
81,43,10,12.709677
82,43,10,11.645161
83,43,10,5.354839
84,43,10,11.0
85,43,10,11.225806
86,43,10,17.129032
87,43,10,19.129032
88,43,10,27.548387
89,43,10,25.064516
90,43,10,30.709677
91,43,10,44.741935
92,43,10,55.096774
93,43,10,61.612903
94,43,10,64.870968
95,43,10,63.16129
96,43,10,64.16129
97,43,10,66.0
98,43,10,59.870968
99,43,10,59.258065
100,43,10,59.580645
101,43,10,62.387097
102,43,10,60.903226
103,43,10,62.064516
104,43,10,61.83871
105,43,10,63.0
106,43,10,64.903226
